id,region,res1,res2,res3,res4,res5,res6
871,new_york,675,74,561,94,93,243
872,new_york,252,219,573,60,396,291
873,new_york,628,360,372,409,81,639
874,new_york,510,559,251,261,269,280
875,new_york,107,308,298,461,146,70
876,new_york,422,379,621,152,62,125
877,new_york,88,588,37,98,32,420
878,new_york,435,0,280,579,559,59
879,new_york,219,252,452,331,92,498
880,new_york,329,233,306,439,646,440
881,new_york,91,619,265,266,571,42
882,new_york,369,166,427,106,430,288
883,new_york,340,639,409,585,372,20
884,new_york,675,585,634,136,629,628
885,new_york,431,646,644,254,565,266
886,new_york,323,438,531,439,619,219
887,new_york,219,497,438,60,291,254
888,new_york,619,439,254,608,408,635
889,new_york,308,608,646,160,653,458
890,new_york,176,216,483,12,237,427
891,new_york,337,330,196,529,598,597
892,new_york,485,659,250,544,90,495
893,new_york,472,84,500,171,436,642
894,new_york,60,462,523,388,133,396
895,new_york,611,556,282,503,501,644
896,new_york,340,536,585,675,74,238
897,new_york,75,452,28,323,219,252
898,new_york,565,134,518,591,80,222
899,new_york,409,184,536,606,238,373
900,new_york,640,105,426,307,564,370
901,new_york,163,343,525,62,13,527
902,new_york,219,396,75,133,252,497
903,new_york,373,639,328,81,536,625
904,new_york,129,311,607,65,5,23
905,new_york,221,673,334,233,134,642
906,new_york,110,219,132,396,323,208
907,new_york,637,271,136,470,257,389
908,new_york,603,595,403,407,402,636
909,new_york,490,180,270,675,154,158
910,new_york,271,606,373,238,180,661
911,new_york,17,565,397,654,206,146
912,new_york,95,334,479,498,48,102
913,new_york,620,23,371,169,418,485
914,new_york,629,585,20,409,639,82
915,new_york,310,78,336,288,565,652
916,new_york,133,31,361,61,332,343
917,new_york,637,82,477,217,328,490
918,new_york,602,551,465,655,52,86
919,new_york,349,125,604,458,320,416
920,new_york,334,221,265,323,643,642
921,new_york,329,344,471,646,231,161
922,new_york,107,125,458,649,461,349
923,new_york,160,601,583,62,591,209
924,new_york,579,519,129,145,435,176
925,new_york,492,625,639,236,360,606
926,new_york,418,620,640,661,428,105
927,new_york,60,133,175,227,281,361
928,new_york,585,639,629,409,20,81
929,new_york,55,101,570,338,326,165
930,new_york,184,536,409,373,415,647
931,new_york,158,492,74,372,181,409
932,new_york,310,496,149,652,336,288
933,new_york,373,389,637,271,454,629
934,new_york,252,110,452,60,291,219
935,new_york,536,585,409,184,606,158
936,new_york,349,125,604,458,320,416
937,new_york,530,648,381,333,359,511
938,new_york,219,334,624,117,247,65
939,new_york,135,512,219,109,25,194
940,new_york,437,226,142,661,283,127
941,new_york,46,103,108,11,618,259
942,new_york,200,396,331,179,674,176
943,new_york,219,254,607,65,591,334
944,new_york,431,644,254,646,565,500
945,new_york,133,219,110,197,227,278
946,new_york,661,616,563,524,626,86
947,new_york,426,620,640,246,659,90
948,new_york,71,231,167,619,384,346
949,new_york,134,601,60,349,644,379
950,new_york,527,259,56,24,543,146
951,new_york,422,125,152,621,574,379
952,new_york,178,309,597,364,229,595
953,new_york,639,236,629,628,492,373
954,new_york,612,621,597,595,575,551
955,new_york,427,288,616,556,255,565
956,new_york,45,481,493,138,442,51
957,new_york,86,241,653,418,142,379
958,new_york,219,254,619,439,441,323
959,new_york,639,267,372,238,367,366
960,new_york,349,125,604,458,320,416
961,new_york,219,60,396,75,252,291
962,new_york,300,141,287,444,596,150
963,new_york,565,134,222,80,518,1
964,new_york,294,428,10,260,466,576
965,new_york,219,110,396,60,54,497
966,new_york,603,644,90,223,586,556
967,new_york,373,81,236,639,628,492
968,new_york,616,534,496,309,178,406
969,new_york,424,55,228,101,338,237
970,new_york,91,436,171,240,170,314
971,new_york,608,379,37,646,254,62
972,new_york,90,429,283,199,659,383
973,new_york,542,133,44,613,589,50
974,new_york,142,437,294,223,226,469
975,new_york,125,206,441,635,379,608
976,new_york,10,636,246,260,428,223
977,new_york,329,233,306,439,646,440
978,new_york,534,30,565,441,393,371
979,new_york,349,603,528,578,134,384
980,new_york,395,613,228,424,542,4
981,new_york,541,166,333,106,216,652
982,new_york,36,435,275,139,648,404
983,new_york,409,238,253,572,217,82
984,new_york,465,611,144,602,312,603
985,new_york,422,308,608,461,379,646
986,new_york,31,144,649,348,337,597
987,new_york,337,575,153,595,434,597
988,new_york,207,445,365,430,304,462
989,new_york,137,30,393,552,441,34
990,new_york,581,555,166,48,91,479
991,new_york,323,219,60,409,441,379
992,new_york,116,405,627,659,576,357
993,new_york,278,13,133,46,110,219
994,new_york,65,334,493,102,599,498
995,new_york,183,337,420,196,643,467
996,new_york,286,288,644,491,122,395
997,new_york,498,95,102,334,221,18
998,new_york,4,534,288,149,125,653
999,new_york,125,461,349,458,107,653
1000,new_york,404,118,523,567,156,432
1001,new_york,62,163,379,408,206,608
1002,new_york,219,227,60,133,221,49
1003,new_york,618,144,281,399,209,121
1004,new_york,650,486,1,2,277,76
1005,new_york,0,275,559,59,520,510
1006,new_york,522,537,670,390,85,68
1007,new_york,146,305,543,61,87,507
1008,new_york,17,86,643,626,524,10
1009,new_york,523,216,541,398,483,565
1010,new_york,156,523,379,349,274,644
1011,new_york,640,426,564,27,447,105
1012,new_york,174,379,349,191,542,16
1013,new_york,132,438,671,496,452,49
1014,new_york,649,348,418,69,554,226
1015,new_york,329,233,306,439,646,440
1016,new_york,108,451,103,320,327,332
1017,new_york,98,88,233,37,565,420
1018,new_york,587,170,436,439,240,171
1019,new_york,273,322,431,565,568,570
1020,new_york,427,106,380,567,0,519
1021,new_york,418,426,283,620,127,503
1022,new_york,675,490,124,526,515,136
1023,new_york,556,644,603,611,592,486
1024,new_york,427,559,483,12,261,520
1025,new_york,136,577,238,557,340,181
1026,new_york,323,219,109,133,409,60
1027,new_york,496,78,44,652,216,541
1028,new_york,639,409,532,217,20,340
1029,new_york,259,523,274,4,393,30
1030,new_york,646,149,91,308,608,139
1031,new_york,653,26,125,163,418,379
1032,new_york,498,221,102,95,642,334
1033,new_york,125,103,667,320,302,649
1034,new_york,493,334,274,117,523,398
1035,new_york,490,180,389,637,271,374
1036,new_york,501,361,620,418,546,370
1037,new_york,370,223,437,661,576,418
1038,new_york,344,417,382,386,646,143
1039,new_york,306,240,266,314,472,439
1040,new_york,639,409,585,558,532,217
1041,new_york,675,490,124,526,515,136
1042,new_york,425,219,291,25,49,194
1043,new_york,11,618,103,108,209,601
1044,new_york,650,635,329,13,407,344
1045,new_york,294,235,529,420,337,597
1046,new_york,226,661,428,437,10,290
1047,new_york,644,486,265,500,231,80
1048,new_york,219,60,396,632,291,252
1049,new_york,475,369,259,507,60,56
1050,new_york,4,507,527,33,149,542
1051,new_york,512,565,132,430,49,60
1052,new_york,0,106,59,520,510,435
1053,new_york,46,479,329,221,48,334
1054,new_york,612,595,148,52,621,230
1055,new_york,337,597,406,172,229,612
1056,new_york,0,67,128,380,166,280
1057,new_york,176,427,216,483,579,519
1058,new_york,334,134,65,573,565,117
1059,new_york,556,98,403,233,115,551
1060,new_york,620,357,246,659,418,127
1061,new_york,219,323,254,75,252,396
1062,new_york,152,107,461,458,349,653
1063,new_york,219,49,512,85,132,378
1064,new_york,333,251,582,381,359,19
1065,new_york,380,106,398,318,117,95
1066,new_york,422,349,379,152,621,653
1067,new_york,427,567,483,12,216,237
1068,new_york,603,586,148,595,223,644
1069,new_york,60,291,219,252,109,207
1070,new_york,576,294,223,164,142,383
1071,new_york,11,618,103,108,209,601
1072,new_york,337,667,308,309,645,406
1073,new_york,145,479,231,48,71,391
1074,new_york,133,60,545,349,137,578
1075,new_york,531,641,528,48,452,578
1076,new_york,517,17,183,444,496,220
1077,new_york,646,431,422,329,591,339
1078,new_york,626,31,524,86,645,153
1079,new_york,395,80,518,134,222,591
1080,new_york,121,608,308,379,58,126
1081,new_york,164,31,612,644,563,524
1082,new_york,323,421,425,48,49,291
1083,new_york,1,586,21,134,565,603
1084,new_york,310,288,565,149,336,652
1085,new_york,219,323,438,110,531,512
1086,new_york,219,252,452,396,573,216
1087,new_york,465,524,626,434,241,551
1088,new_york,219,133,323,109,75,60
1089,new_york,265,329,646,344,163,326
1090,new_york,227,219,221,49,512,17
1091,new_york,201,608,29,560,378,208
1092,new_york,48,479,145,390,56,599
1093,new_york,4,571,342,33,296,516
1094,new_york,608,91,581,391,275,339
1095,new_york,109,219,75,573,252,207
1096,new_york,11,618,103,108,209,601
1097,new_york,126,163,103,209,108,121
1098,new_york,603,223,586,615,246,233
1099,new_york,235,466,178,189,364,406
1100,new_york,449,558,389,532,656,637
1101,new_york,409,454,81,372,492,625
1102,new_york,675,490,124,526,515,136
1103,new_york,640,105,307,370,564,426
1104,new_york,134,5,252,573,398,334
1105,new_york,659,418,501,446,652,78
1106,new_york,259,458,146,56,428,649
1107,new_york,329,344,471,646,231,161
1108,new_york,524,10,626,595,458,163
1109,new_york,141,255,575,375,203,162
1110,new_york,219,110,512,323,396,132
1111,new_york,95,468,45,102,214,68
1112,new_york,109,60,565,219,334,607
1113,new_york,219,291,60,75,252,396
1114,new_york,534,349,333,565,228,125
1115,new_york,291,219,523,75,493,607
1116,new_york,132,560,278,430,49,208
1117,new_york,48,479,266,171,221,505
1118,new_york,521,114,497,99,351,376
1119,new_york,559,319,520,261,79,216
1120,new_york,496,149,467,444,616,336
1121,new_york,619,587,240,91,231,149
1122,new_york,152,107,461,458,349,653
1123,new_york,409,184,328,373,639,637
1124,new_york,118,427,369,391,182,18
1125,new_york,259,56,408,197,29,174
1126,new_york,675,490,124,526,515,136
1127,new_york,534,565,125,228,667,349
1128,new_york,122,286,22,482,633,139
1129,new_york,233,125,642,171,170,329
1130,new_york,428,52,476,626,146,610
1131,new_york,233,608,646,91,350,315
1132,new_york,365,430,166,131,333,207
1133,new_york,303,372,367,366,585,111
1134,new_york,427,519,579,607,65,129
1135,new_york,5,521,275,442,573,632
1136,new_york,111,303,675,74,561,94
1137,new_york,421,49,219,671,512,85
1138,new_york,579,129,176,427,235,425
1139,new_york,534,333,458,228,78,649
1140,new_york,409,639,82,217,585,184
1141,new_york,230,612,595,402,148,406
1142,new_york,646,62,344,431,329,574
1143,new_york,152,107,461,458,349,653
1144,new_york,390,391,182,537,221,607
1145,new_york,466,578,227,133,109,57
1146,new_york,671,65,607,291,334,134
1147,new_york,340,526,470,647,637,74
1148,new_york,579,12,427,129,216,235
1149,new_york,370,640,307,627,63,246
1150,new_york,409,20,585,285,639,340
1151,new_york,11,618,103,108,209,601
1152,new_york,11,618,103,108,209,601
1153,new_york,102,117,493,68,562,247
1154,new_york,56,46,259,262,349,621
1155,new_york,219,278,227,60,197,396
1156,new_york,254,619,439,71,608,371
1157,new_york,2,644,565,368,198,541
1158,new_york,620,246,418,169,307,640
1159,new_york,398,334,133,219,497,117
1160,new_york,223,244,383,576,466,189
1161,new_york,337,428,620,563,576,246
1162,new_york,91,588,407,186,643,287
1163,new_york,121,601,298,379,13,574
1164,new_york,233,125,642,171,170,329
1165,new_york,197,227,133,60,56,259
1166,new_york,585,409,606,656,253,158
1167,new_york,344,624,329,646,204,522
1168,new_york,361,110,501,133,652,396
1169,new_york,60,197,133,227,219,109
1170,new_york,395,580,210,642,143,17
1171,new_york,107,70,525,458,17,16
1172,new_york,510,0,166,582,435,398
1173,new_york,311,129,23,1,529,371
1174,new_york,428,418,242,426,659,620
1175,new_york,349,125,604,458,320,416
1176,new_york,334,573,134,75,117,219
1177,new_york,565,17,458,167,397,644
1178,new_york,37,19,476,653,241,255
1179,new_york,607,247,493,65,117,334
1180,new_york,259,302,148,262,433,441
1181,new_york,216,427,541,166,579,129
1182,new_york,639,360,81,536,625,492
1183,new_york,329,233,306,439,646,440
1184,new_york,133,75,252,60,334,318
1185,new_york,125,653,62,379,408,26
1186,new_york,340,585,409,285,20,558
1187,new_york,436,233,329,487,91,646
1188,new_york,409,639,267,492,366,367
1189,new_york,492,628,373,81,236,639
1190,new_york,56,46,259,262,349,621
1191,new_york,247,607,519,65,274,523
1192,new_york,114,319,318,0,435,261
1193,new_york,636,466,620,485,223,383
1194,new_york,644,611,223,661,603,636
1195,new_york,232,608,308,11,125,667
1196,new_york,422,125,152,621,574,379
1197,new_york,283,556,418,31,645,383
1198,new_york,180,490,374,606,585,270
1199,new_york,133,219,227,75,110,278
0,san_francisco,379,126,148,163,586,661
1,san_francisco,352,647,675,492,526,124
2,san_francisco,675,490,124,526,515,136
3,san_francisco,132,674,49,200,295,194
4,san_francisco,48,479,288,149,145,622
5,san_francisco,665,21,460,412,57,104
6,san_francisco,265,439,146,167,516,53
7,san_francisco,163,148,332,595,525,349
8,san_francisco,32,588,212,476,37,591
9,san_francisco,288,286,491,569,646,344
10,san_francisco,234,54,28,358,157,376
11,san_francisco,330,196,337,52,502,612
12,san_francisco,507,457,14,450,149,38
13,san_francisco,174,618,366,203,542,293
14,san_francisco,418,250,27,620,659,370
15,san_francisco,620,418,86,223,164,659
16,san_francisco,288,480,427,228,149,131
17,san_francisco,379,126,62,161,649,130
18,san_francisco,161,163,148,595,302,644
19,san_francisco,163,38,653,265,161,349
20,san_francisco,620,418,116,199,576,659
21,san_francisco,503,223,282,405,659,603
22,san_francisco,665,21,121,603,198,412
23,san_francisco,458,379,639,373,492,81
24,san_francisco,126,163,161,379,148,121
25,san_francisco,609,32,588,98,420,37
26,san_francisco,133,227,507,643,642,17
27,san_francisco,652,288,78,77,310,496
28,san_francisco,602,626,153,524,551,31
29,san_francisco,227,60,197,644,164,361
30,san_francisco,671,227,197,60,54,323
31,san_francisco,199,620,116,187,418,576
32,san_francisco,427,668,143,18,498,216
33,san_francisco,565,323,578,148,608,167
34,san_francisco,379,163,661,450,148,121
35,san_francisco,64,61,589,332,16,453
36,san_francisco,163,595,332,148,161,162
37,san_francisco,379,661,62,343,288,453
38,san_francisco,563,636,383,348,428,282
39,san_francisco,675,321,301,302,303,305
40,san_francisco,675,272,238,94,93,243
41,san_francisco,588,300,115,98,37,32
42,san_francisco,134,642,288,482,652,605
43,san_francisco,393,30,441,137,534,565
44,san_francisco,565,60,227,546,507,86
45,san_francisco,608,667,206,41,308,232
46,san_francisco,349,21,458,653,659,524
47,san_francisco,227,421,671,331,291,632
48,san_francisco,174,305,408,213,70,635
49,san_francisco,369,145,95,479,117,493
50,san_francisco,144,602,375,203,406,575
51,san_francisco,49,109,421,227,512,323
52,san_francisco,407,129,89,36,358,223
53,san_francisco,126,379,121,661,62,302
54,san_francisco,21,586,349,603,26,669
55,san_francisco,652,131,166,565,343,17
56,san_francisco,507,40,422,146,24,232
57,san_francisco,94,675,73,238,93,243
58,san_francisco,615,603,241,597,299,364
59,san_francisco,358,508,179,318,430,435
60,san_francisco,644,611,603,289,144,164
61,san_francisco,495,576,250,418,90,282
62,san_francisco,501,669,69,586,26,446
63,san_francisco,659,90,446,418,187,644
64,san_francisco,75,671,438,110,497,452
65,san_francisco,288,652,78,369,44,496
66,san_francisco,446,659,169,21,644,90
67,san_francisco,366,372,111,367,585,303
68,san_francisco,197,60,227,546,56,323
69,san_francisco,595,203,144,229,178,197
70,san_francisco,60,291,671,219,109,133
71,san_francisco,661,294,437,144,226,127
72,san_francisco,112,410,122,71,167,314
73,san_francisco,653,606,649,31,458,146
74,san_francisco,642,134,565,221,507,64
75,san_francisco,323,635,259,197,56,38
76,san_francisco,161,141,13,103,11,43
77,san_francisco,369,46,343,621,56,527
78,san_francisco,644,603,148,586,46,289
79,san_francisco,597,241,364,595,255,162
80,san_francisco,418,576,659,620,116,90
81,san_francisco,565,642,673,222,233,17
82,san_francisco,128,346,433,24,621,161
83,san_francisco,556,188,418,620,615,241
84,san_francisco,167,149,439,265,565,302
85,san_francisco,534,514,149,87,174,320
86,san_francisco,612,343,635,121,126,516
87,san_francisco,148,457,70,553,38,614
88,san_francisco,603,223,595,586,644,620
89,san_francisco,422,527,262,460,621,450
90,san_francisco,452,275,157,376,378,388
91,san_francisco,620,199,659,246,116,225
92,san_francisco,659,661,437,348,199,418
93,san_francisco,10,620,640,246,105,164
94,san_francisco,410,578,78,565,652,550
95,san_francisco,644,149,371,2,527,369
96,san_francisco,281,163,13,298,43,62
97,san_francisco,675,490,124,526,515,136
98,san_francisco,644,164,402,289,369,197
99,san_francisco,588,205,420,32,609,565
100,san_francisco,64,630,411,656,494,93
101,san_francisco,541,106,207,25,519,135
102,san_francisco,595,162,626,524,175,10
103,san_francisco,430,438,508,207,573,318
104,san_francisco,675,490,124,526,515,136
105,san_francisco,640,105,307,564,370,426
106,san_francisco,288,565,427,652,336,9
107,san_francisco,652,288,527,78,149,228
108,san_francisco,603,299,586,661,595,612
109,san_francisco,259,152,422,191,621,617
110,san_francisco,241,434,595,364,597,309
111,san_francisco,10,418,620,164,640,603
112,san_francisco,659,294,244,188,368,383
113,san_francisco,175,661,281,146,437,130
114,san_francisco,163,653,62,546,379,162
115,san_francisco,659,21,460,138,90,495
116,san_francisco,369,64,494,301,228,589
117,san_francisco,56,197,227,612,148,259
118,san_francisco,290,294,337,175,469,30
119,san_francisco,430,438,133,109,365,179
120,san_francisco,163,126,162,161,653,349
121,san_francisco,565,578,603,288,439,644
122,san_francisco,502,86,612,259,241,174
123,san_francisco,675,490,124,526,515,136
124,san_francisco,186,553,524,608,595,612
125,san_francisco,675,490,124,526,515,136
126,san_francisco,644,669,586,21,104,501
127,san_francisco,395,613,80,288,427,542
128,san_francisco,255,509,343,612,453,595
129,san_francisco,671,438,652,496,288,565
130,san_francisco,652,565,149,288,591,432
131,san_francisco,644,197,409,653,163,603
132,san_francisco,163,288,265,565,665,53
133,san_francisco,527,46,644,148,121,379
134,san_francisco,150,596,212,643,287,467
135,san_francisco,133,227,452,60,671,75
136,san_francisco,565,439,332,174,198,17
137,san_francisco,565,605,310,652,288,395
138,san_francisco,60,49,227,197,281,133
139,san_francisco,369,343,288,293,616,527
140,san_francisco,86,565,534,661,614,227
141,san_francisco,148,107,595,227,144,551
142,san_francisco,319,0,114,59,520,510
143,san_francisco,374,288,534,180,490,369
144,san_francisco,326,222,432,143,137,591
145,san_francisco,31,86,563,524,348,649
146,san_francisco,661,144,437,226,282,595
147,san_francisco,671,438,452,79,365,304
148,san_francisco,174,346,128,433,191,506
149,san_francisco,227,369,60,197,612,156
150,san_francisco,288,534,516,193,613,392
151,san_francisco,567,118,391,442,623,427
152,san_francisco,369,122,288,464,275,274
153,san_francisco,380,567,427,227,498,521
154,san_francisco,349,603,409,38,595,644
155,san_francisco,9,221,210,222,17,509
156,san_francisco,263,255,534,616,647,180
157,san_francisco,675,490,124,526,515,136
158,san_francisco,300,147,420,645,609,588
159,san_francisco,394,460,277,112,644,148
160,san_francisco,227,60,197,164,133,644
161,san_francisco,288,438,221,498,652,156
162,san_francisco,349,372,653,492,409,625
163,san_francisco,21,644,501,222,642,167
164,san_francisco,524,148,595,162,626,612
165,san_francisco,166,59,251,582,106,202
166,san_francisco,149,288,84,439,122,587
167,san_francisco,126,163,209,108,103,379
168,san_francisco,282,659,90,636,250,495
169,san_francisco,560,201,508,505,671,632
170,san_francisco,38,349,148,174,635,70
171,san_francisco,612,299,10,196,353,186
172,san_francisco,565,17,53,652,9,288
173,san_francisco,352,647,675,492,526,124
174,san_francisco,501,281,146,302,614,31
175,san_francisco,644,669,370,138,586,640
176,san_francisco,283,353,636,225,223,368
177,san_francisco,349,669,649,458,653,501
178,san_francisco,31,661,612,597,294,379
179,san_francisco,496,565,588,288,517,652
180,san_francisco,149,534,196,337,288,571
181,san_francisco,644,379,126,653,138,21
182,san_francisco,126,11,13,379,163,618
183,san_francisco,349,458,148,653,38,524
184,san_francisco,334,134,565,109,221,222
185,san_francisco,364,595,661,162,597,241
186,san_francisco,235,404,59,442,129,114
187,san_francisco,454,645,374,373,372,639
188,san_francisco,612,332,186,299,148,245
189,san_francisco,675,490,124,526,515,136
190,san_francisco,671,197,323,148,438,332
191,san_francisco,91,652,581,288,78,222
192,san_francisco,507,297,298,301,302,303
193,san_francisco,565,163,432,121,53,222
194,san_francisco,265,87,439,174,167,38
195,san_francisco,349,372,653,492,409,625
196,san_francisco,427,255,512,509,227,221
197,san_francisco,379,661,174,516,644,302
198,san_francisco,148,595,644,636,164,10
199,san_francisco,636,644,10,620,576,164
200,san_francisco,563,661,348,164,294,659
201,san_francisco,300,141,287,444,596,150
202,san_francisco,412,289,665,650,57,139
203,san_francisco,38,163,601,126,595,614
204,san_francisco,669,659,90,370,640,644
205,san_francisco,154,124,675,352,389,374
206,san_francisco,534,288,618,161,163,349
207,san_francisco,620,199,418,307,576,640
208,san_francisco,105,640,426,370,27,564
209,san_francisco,159,661,595,575,616,434
210,san_francisco,421,255,221,9,109,512
211,san_francisco,675,600,585,256,257,74
212,san_francisco,661,400,466,138,516,586
213,san_francisco,176,427,579,382,483,435
214,san_francisco,37,411,264,645,476,255
215,san_francisco,644,586,659,669,21,603
216,san_francisco,534,288,149,527,174,433
217,san_francisco,288,565,233,343,222,652
218,san_francisco,576,603,187,659,669,644
219,san_francisco,221,671,642,334,573,291
220,san_francisco,58,546,308,608,313,60
221,san_francisco,661,595,364,612,162,241
222,san_francisco,382,565,487,533,140,143
223,san_francisco,156,132,427,369,95,78
224,san_francisco,661,603,495,199,659,620
225,san_francisco,194,420,135,109,25,147
226,san_francisco,365,508,430,452,438,445
227,san_francisco,661,226,127,437,563,294
228,san_francisco,427,288,156,18,369,132
229,san_francisco,62,379,644,642,210,17
230,san_francisco,9,593,475,48,91,167
231,san_francisco,620,116,10,282,603,644
232,san_francisco,227,60,197,278,164,421
233,san_francisco,603,495,659,223,586,626
234,san_francisco,608,408,87,635,653,553
235,san_francisco,197,671,227,60,632,278
236,san_francisco,644,620,603,10,164,576
237,san_francisco,565,393,34,519,523,441
238,san_francisco,534,149,527,24,614,174
239,san_francisco,288,112,518,149,152,431
240,san_francisco,334,54,221,5,493,49
241,san_francisco,608,308,408,667,58,14
242,san_francisco,418,659,501,348,495,90
243,san_francisco,241,206,86,186,408,409
244,san_francisco,134,603,642,233,516,109
245,san_francisco,671,452,674,421,54,438
246,san_francisco,133,546,643,578,565,652
247,san_francisco,288,119,534,516,327,613
248,san_francisco,502,146,64,61,507,133
249,san_francisco,444,406,99,588,595,596
250,san_francisco,360,349,454,603,502,409
251,san_francisco,438,565,546,379,288,219
252,san_francisco,21,665,412,501,57,163
253,san_francisco,483,216,237,427,391,12
254,san_francisco,163,595,148,241,38,161
255,san_francisco,133,227,497,60,219,75
256,san_francisco,163,379,62,665,501,57
257,san_francisco,480,550,38,553,228,149
258,san_francisco,671,219,438,489,652,106
259,san_francisco,43,160,58,379,11,308
260,san_francisco,420,98,115,496,517,300
261,san_francisco,640,105,370,620,307,199
262,san_francisco,265,410,384,652,91,553
263,san_francisco,86,661,241,130,364,595
264,san_francisco,588,312,443,638,255,645
265,san_francisco,62,361,379,597,241,647
266,san_francisco,321,675,154,526,124,515
267,san_francisco,379,62,661,644,302,126
268,san_francisco,635,439,302,578,198,460
269,san_francisco,163,635,62,379,653,349
270,san_francisco,438,671,288,79,369,304
271,san_francisco,565,652,78,288,17,53
272,san_francisco,661,496,132,565,147,156
273,san_francisco,380,385,106,359,427,435
274,san_francisco,149,288,534,652,240,171
275,san_francisco,595,620,603,640,418,144
276,san_francisco,542,61,43,50,16,514
277,san_francisco,644,586,148,332,402,191
278,san_francisco,524,162,603,349,653,626
279,san_francisco,527,332,534,450,149,50
280,san_francisco,640,418,27,105,564,370
281,san_francisco,226,661,437,294,348,379
282,san_francisco,94,675,73,238,93,243
283,san_francisco,490,546,616,124,111,154
284,san_francisco,163,349,121,148,653,162
285,san_francisco,675,647,20,236,499,639
286,san_francisco,644,332,586,649,458,653
287,san_francisco,620,199,418,116,90,187
288,san_francisco,425,363,291,208,531,641
289,san_francisco,653,458,349,163,148,418
290,san_francisco,109,54,421,546,49,227
291,san_francisco,375,434,661,229,178,141
292,san_francisco,620,199,10,187,405,116
293,san_francisco,644,586,669,21,161,595
294,san_francisco,644,586,148,379,163,603
295,san_francisco,332,450,148,667,198,457
296,san_francisco,644,620,90,576,223,418
297,san_francisco,547,210,593,417,42,382
298,san_francisco,60,644,91,197,332,371
299,san_francisco,369,464,117,562,380,288
300,san_francisco,288,616,343,78,652,293
301,san_francisco,410,112,460,265,266,472
302,san_francisco,346,128,122,87,152,416
303,san_francisco,565,134,60,137,121,457
304,san_francisco,627,620,307,640,105,187
305,san_francisco,418,426,640,620,116,27
306,san_francisco,497,430,438,179,496,652
307,san_francisco,15,22,276,77,354,350
308,san_francisco,644,603,586,282,148,636
309,san_francisco,465,86,626,602,288,31
310,san_francisco,163,175,197,126,653,323
311,san_francisco,675,490,124,526,515,136
312,san_francisco,133,430,652,438,179,288
313,san_francisco,259,294,148,332,56,343
314,san_francisco,199,620,307,370,187,116
315,san_francisco,197,259,644,56,60,332
316,san_francisco,537,671,438,219,288,427
317,san_francisco,661,649,379,62,163,597
318,san_francisco,144,575,375,203,406,437
319,san_francisco,163,644,349,197,60,595
320,san_francisco,93,449,324,656,675,74
321,san_francisco,613,618,639,649,349,64
322,san_francisco,659,501,223,21,225,446
323,san_francisco,591,565,137,222,518,533
324,san_francisco,61,565,146,64,17,281
325,san_francisco,207,445,438,671,79,508
326,san_francisco,133,54,60,334,109,388
327,san_francisco,293,374,675,320,302,303
328,san_francisco,675,490,124,526,515,136
329,san_francisco,585,565,133,409,639,137
330,san_francisco,534,288,369,574,293,149
331,san_francisco,144,595,661,241,164,437
332,san_francisco,148,644,60,371,612,197
333,san_francisco,332,612,2,148,343,197
334,san_francisco,164,348,563,199,10,659
335,san_francisco,565,53,652,17,134,642
336,san_francisco,603,644,186,225,418,405
337,san_francisco,565,167,265,614,17,457
338,san_francisco,62,379,130,161,121,163
339,san_francisco,565,652,288,149,336,228
340,san_francisco,608,308,121,130,62,281
341,san_francisco,418,576,225,620,348,659
342,san_francisco,644,586,603,669,653,21
343,san_francisco,595,186,38,148,524,364
344,san_francisco,675,490,124,526,515,136
345,san_francisco,167,222,38,439,148,460
346,san_francisco,186,241,612,502,245,545
347,san_francisco,72,337,538,546,545,41
348,san_francisco,661,133,121,565,148,516
349,san_francisco,675,490,124,526,515,136
350,san_francisco,512,603,643,148,323,223
351,san_francisco,141,241,597,203,434,502
352,san_francisco,122,183,288,287,88,37
353,san_francisco,368,218,225,244,466,223
354,san_francisco,659,199,620,418,446,485
355,san_francisco,187,90,199,418,116,620
356,san_francisco,644,197,60,164,612,332
357,san_francisco,446,485,627,116,69,620
358,san_francisco,302,457,450,148,635,239
359,san_francisco,536,340,585,675,374,557
360,san_francisco,233,565,53,17,222,134
361,san_francisco,565,222,134,137,80,109
362,san_francisco,644,379,163,148,595,43
363,san_francisco,134,222,80,591,565,518
364,san_francisco,661,369,348,616,164,592
365,san_francisco,427,567,176,607,668,65
366,san_francisco,425,219,25,291,49,194
367,san_francisco,644,148,460,586,198,603
368,san_francisco,457,584,608,70,614,239
369,san_francisco,288,149,438,212,496,671
370,san_francisco,659,90,446,485,544,495
371,san_francisco,620,223,603,418,659,576
372,san_francisco,379,126,121,148,450,635
373,san_francisco,200,512,85,462,358,135
374,san_francisco,408,608,441,635,206,422
375,san_francisco,369,227,44,671,60,644
376,san_francisco,603,223,644,21,90,586
377,san_francisco,644,501,669,26,649,653
378,san_francisco,370,199,644,90,615,120
379,san_francisco,221,334,565,427,9,134
380,san_francisco,644,138,394,174,62,603
381,san_francisco,640,105,187,644,620,564
382,san_francisco,360,422,144,128,574,575
383,san_francisco,638,588,16,264,32,645
384,san_francisco,293,107,649,349,422,653
385,san_francisco,423,16,565,288,316,284
386,san_francisco,62,379,661,121,288,174
387,san_francisco,259,29,197,278,56,219
388,san_francisco,505,106,369,288,427,319
389,san_francisco,675,490,124,526,515,136
390,san_francisco,106,369,166,378,562,541
391,san_francisco,227,60,671,54,323,197
